FISH_ID	POPULATION	REGION	TEMPERATURE	WEIGHT	RESTING_DATE	RESTING_CHAMBER	RESTING_SYSTEM	RESTING_SUMP	RESTING_AM_PM	RESTING_START_TIME	RESTING	RESTING_MgO2/hr	MAX_DATE	MAX_CHAMBER	MAX_SYSTEM	MAX_SUMP	MAX_AM_PM	MAX_START_TIME	MAX 	MAX_MgO2/hr	FAS	NAS	MgO2/hr_Net	Swim performance	Notes		
CTON061_31.5	Tongue Reef	Core	31.5	0.02477	2022-08-16	1	dell	1	AM	10:14:00	172.274	4.26722698	2022-08-16	1	dell	1	AM	10:14:00	458.17	11.3488709	2.659542357	285.896	7.08164392	good			
CTON065_31.5	Tongue Reef	Core	31.5	0.05278	2022-08-16	2	asus	2	AM	11:01:43	189.893	10.02255254	2022-08-18	2	asus	2	AM	12:13:10	359.339	18.96591242	1.892323572	169.446	8.94335988	good			
CTON068_31.5	Tongue Reef	Core	31.5	0.04077	2022-08-17	3	dell	1	AM	11:05:35	178.054	7.25926158	2022-08-17	3	dell	1	AM	11:05:35	295.473	12.04643421	1.659457243	117.419	4.78717263	good			
CTON069_31.5	Tongue Reef	Core	31.5	0.03792	2022-08-14	1	asus	2	AM	12:27:11	158.094	5.99492448	2022-08-12	1	asus	2	AM	12:27:11	353.263	13.39573296	2.234512379	195.169	7.40080848	good	third slope used		
CTON110_31.5	Tongue Reef	Core	31.5	0.04690	2022-08-17	4	asus	2	AM	12:00:51	169.528	7.9508632	2022-08-18	3	asus	2	AM	12:44:24	376.678	17.6661982	2.221922042	207.15	9.715335	good			
CVLA045_31.5	Vlassof Cay	Core	31.5	0.04482	2022-08-16	2	asus	2	PM	17:08:58	193.698	8.68154436	2022-08-16	2	asus	2	PM	17:08:58	425.91	19.0892862	2.1988353	232.212	10.40774184	good	had to use slope from AquaResp; cycle_1 file was messed up		
CVLA046_31.5	Vlassof Cay	Core	31.5	0.02875	2022-08-14	4	asus	2	AM	14:01:43	247.088	7.10378	2022-08-12	4	asus	2	AM	14:01:43	456.991	13.13849125	1.849507058	209.903	6.03471125	good			
CVLA047_31.5	Vlassof Cay	Core	31.5	0.03180	2022-08-16	3	asus	2	AM	11:29:42	215.005	6.837159	2022-08-16	3	asus	2	AM	11:29:42	542.203	17.2420554	2.521815772	327.198	10.4048964	good			
CVLA053_31.5 	Vlassof Cay	Core	31.5	0.04733	2022-08-16	2	dell	1	AM	10:42:22	179.88	8.5137204	2022-08-16	2	dell	1	AM	10:42:22	496.236	23.48684988	2.758705804	316.356	14.97312948	good			
CVLA057_31.5	Vlassof Cay	Core	31.5	0.04228	2022-08-16	1	asus	2	AM	10:31:16	188.556	7.97214768	2022-08-16	1	asus	2	AM	10:31:16	370.983	15.68516124	1.967495068	182.427	7.71301356	good	used second slope		
CVLA097_31.5	Vlassof Cay	Core	31.5	0.05225	2022-08-15	2	dell	1	AM	11:57:05	168.991	8.82977975	2022-08-15	2	dell	1	AM	11:57:05	354.134	18.5035015	2.095579055	185.143	9.67372175	good			
CVLA104_31.5	Vlassof Cay	Core	31.5	0.04705	2022-08-17	3	dell	1	PM	17:09:33	169.951	7.99619455	2022-08-17	3	dell	1	PM	17:09:33	363.854	17.1193307	2.14093474	193.903	9.12313615	good			
