FISH_ID	POPULATION	REGION	TEMPERATURE	WEIGHT	DRY_WEIGHT	RESTING_DATE	RESTING_CHAMBER	RESTING_SYSTEM	RESTING_SUMP	RESTING_AM_PM	RESTING_START_TIME	RESTING_ENDTIME	RESTING_RUNTIME	RESTING	RESTING_MgO2/hr	RESTING_RESPR	RESTING_MgO2/hr_RESPR	MAX_DATE	MAX_CHAMBER	MAX_SYSTEM	MAX_SUMP	MAX_AM_PM	MAX_START_TIME	MAX 	MAX_MgO2/hr	MAX_RESPR	MAX_MgO2/hr_RESPR	FAS	NAS	MgO2/hr_Net	steepest_slope	Swim performance	Notes
CVLA047_30	Vlassof Cay	Core	30	0.0318	0.02566	31/07/2022	3	asus	2	PM	17:26:00	21:40:46	4:14:46	217.464	6.9153552	260.46	6.68	31/07/2022	3	asus	2	PM	17:26	425.691	10.92323106	565.6850278	14.55510725	2.178908271	305.2250278	7.87510725	2	good	
CVLA047_31.5	Vlassof Cay	Core	31.5	0.0318	0.02566	16/08/2022	3	asus	2	AM	11:29:42	15:48:09	4:18:27	215.005	6.837159	263.39	6.76	16/08/2022	3	asus	2	AM	11:29:42	542.203	13.91292898	683.1568	17.5298	2.59316568	419.7668	10.7698	1	good	
CVLA052_27	Vlassof Cay	Core	27	0.03301	0.02294	15/06/2022	2	asus	2	AM	11:09	14:26:23	3:17:23	144.735	4.77770235	280.18	6.43	29/06/2022	1	asus	2	PM	14:35	293.406	6.73073364	421.2419	9.663288	1.502844168	141.0619	3.233288	1	good	
CVLA052_28.5	Vlassof Cay	Core	28.5	0.03301	0.02294	17/07/2022	3	dell	1	AM	11:16:00	15:12:55	3:56:55	137.878	4.55135278	192.94	4.43	17/07/2022	3	dell	1	AM	11:16	377.217	8.65335798	633.9344	14.54245	3.28272009	440.9944	10.11245	1	good	
CVLA053_27	Vlassof Cay	Core	27	0.04733	0.03887	14/06/2022	1	dell	1	PM	14:27:00	18:41:57	4:14:57	140.089	6.63041237	151.35	5.88	27/06/2022	2	dell	1	AM	11:38	352.1692	13.6888168	446.9517	17.37301	2.954593537	295.6017	11.49301	1	good	
CVLA053_28.5	Vlassof Cay	Core	28.5	0.04733	0.03887	18/07/2022	3	asus	2	AM	10:59:00	14:50:18	3:51:18	179.773	8.50865609	215.46	8.38	18/07/2022	3	asus	2	AM	10:59	436.239	16.95660993	568.2338	22.08725	2.635710024	352.7738	13.70725	1	good	
CVLA053_30	Vlassof Cay	Core	30	0.04733	0.03887	2/08/2022	1	dell	1	AM	9:03:00	15:16:36	6:13:36	131.321	6.21542293	162.56	6.32	2/08/2022	1	dell	1	AM	9:03	386.195	15.01139965	474.9973093	18.51354405	2.929358236	312.4373093	12.19354405	1	good	
CVLA053_31.5 	Vlassof Cay	Core	31.5	0.04733	0.03887	16/08/2022	2	dell	1	AM	10:42:22	15:44:17	5:01:55	179.88	8.5137204	215.97	8.39	16/08/2022	2	dell	1	AM	10:42:22	496.236	19.28869332	675.2091	26.24538	3.128174017	459.2391	17.85538	1	good	
CVLA054_27	Vlassof Cay	Core	27	0.03988	0.03085	15/06/2022	1	dell	1	PM	15:03:00	19:12:20	4:09:20	180.5766	7.201394808	224.73	6.93	28/06/2022	1	asus	2	PM	14:57	424.8801285	13.10755196	528.0009	16.28883	2.350480519	303.2709	9.35883	1	good  	
CVLA054_28.5	Vlassof Cay	Core	28.5	0.03988	0.03085	16/07/2022	2	dell	1	PM	16:20:00	21:02:29	4:42:29	178.11	7.1030268	217.27	6.7	16/07/2022	2	dell	1	PM	16:20	298.751	9.21646835	427.5225	13.18907	1.96851791	210.2525	6.48907	1	good	
CVLA054_30	Vlassof Cay	Core	30	0.03988	0.03085	31/07/2022	4	dell	1	PM	17:36:00	21:41:30	4:05:30	176.685	7.0461978	221.86	6.84	31/07/2022	4	dell	1	PM	17:36	402.965	12.43147025	537.3695091	16.623112	2.430279532	315.5095091	9.783112	1	good	
CVLA057_27	Vlassof Cay	Core	27	0.04228	0.03446	12/06/2022	1	dell	1	PM	13:46:00	17:58:57	4:12:57	167.798	7.09449944	211.55	7.29	27/06/2022	2	asus	2	PM	15:16	320.7696888	11.05372348	439.6865	15.1516	2.078408779	228.1365	7.8616	1	good	escaped into sump briefly
CVLA057_28.5 	Vlassof Cay	Core	28.5	0.04228	0.03446	17/07/2022	1	dell	1	AM	10:18:00	15:12:55	4:54:55	168.51	7.1246028	203.98	7.03	17/07/2022	1	dell	1	AM	10:18	440.573	15.18214558	560.7136	19.32219	2.748533428	356.7336	12.29219	1	good	
CVLA057_30	Vlassof Cay	Core	30	0.04228	0.03446	1/08/2022	4	asus	2	PM	17:40:00	21:45:10	4:05:10	179.972	7.60921616	214.51	7.39	1/08/2022	4	asus	2	PM	17:40	414.902	14.29752292	541.7750258	18.72053075	2.533224729	327.2650258	11.33053075	1	good	
CVLA057_31.5	Vlassof Cay	Core	31.5	0.04228	0.03446	16/08/2022	1	asus	2	AM	10:31:16	15:48:09	5:16:53	188.556	7.97214768	230.35	7.94	16/08/2022	1	asus	2	AM	10:31:16	370.983	12.78407418	493.7067	17.01313	2.142711587	263.3567	9.07313	3	good	used second slope
CVLA097_27	Vlassof Cay	Core	27	0.05225	0.0413	12/06/2022	3	dell	1	PM	14:41:00	17:58:57	3:17:57	164.3687	8.588264575	203.14	8.39	28/06/2022	2	dell	1	PM	15:08	270.7791952	11.18318076	393.057	16.23325	1.934833135	189.917	7.84325	1	good	
CVLA097_28.5	Vlassof Cay	Core	28.5	0.05225	0.0413	17/07/2022	2	dell	1	AM	10:46:00	15:12:55	4:26:55	146.809	7.67077025	179.28	7.4	17/07/2022	2	dell	1	AM	10:46	337.874	13.9541962	472.5489	19.51627	2.637333784	293.2689	12.11627	1	good	
CVLA097_30	Vlassof Cay	Core	30	0.05225	0.0413	1/08/2022	4	dell	1	PM	17:19:00	21:38:16	4:19:16	123.96	6.47691	152	6.28	1/08/2022	4	dell	1	PM	17:19	360.915	14.9057895	519.5592481	21.5060843	3.424535717	367.5592481	15.2260843	1	good	
CVLA097_31.5	Vlassof Cay	Core	31.5	0.05225	0.0413	15/08/2022	2	dell	1	AM	11:57:05	17:03:44	5:06:39	168.991	8.82977975	214.5	8.86	15/08/2022	2	dell	1	AM	11:57:05	354.134	14.6257342	478.3344	19.75521	2.229707675	263.8344	10.89521	3	good	First and third slope almost identical max slopes
CVLA104_27	Vlassof Cay	Core	27	0.04705	0.03851	14/06/2022	1	asus	2	AM	10:35:00	14:04:01	3:29:01	202.092	9.5084286	249.57	9.61	29/06/2022	3	dell	1	PM	14:45	320.914	12.35839814	380.7377	14.66221	1.525724246	131.1677	5.05221	1	good	needed constant 'hand encouragement'; second attempt at swimming
CVLA104_28.5	Vlassof Cay	Core	28.5	0.04705	0.03851	15/07/2022	2	dell	1	PM	15:23:00	20:16:39	4:53:39	153.392	7.2170936	181.43	6.99	15/07/2022	2	dell	1	PM	15:23	394.581	15.19531431	523.4854	20.15942	2.884037196	342.0554	13.16942	1	good	
CVLA104_30	Vlassof Cay	Core	30	0.04705	0.03851	1/08/2022	2	asus	2	PM	16:38:00	21:45:10	5:07:10	141.838	6.6734779	168.57	6.49	1/08/2022	2	asus	2	PM	16:38	390.164	15.02521564	498.4163491	19.24641105	2.965548698	329.8463491	12.75641105	1	good	
CVLA104_31.5	Vlassof Cay	Core	31.5	0.04705	0.03851	17/08/2022	3	dell	1	PM	17:09:33	21:00:14	3:50:41	169.951	7.99619455	204.74	7.88	17/08/2022	3	dell	1	PM	17:09:33	363.854	14.01201754	454.449	17.50083	2.220917513	249.709	9.62083	1	good	
CVLA105_27	Vlassof Cay	Core	27	0.03654	0.02846	16/06/2022	1	dell	1	AM	9:34:00	14:04:01	4:30:01	158.681	5.79820374	264.05	7.51	28/06/2022	2	dell	1	AM	11:03	372.9631241	10.61453051	560.3629	15.0877	2.009014647	296.3129	7.5777	1	good	
CVLA105_28.5	Vlassof Cay	Core	28.5	0.03654	0.02846	16/07/2022	3	dell	1	AM	10:41:00	14:40:52	3:59:52	142.368	5.20212672	179.09	5.1	16/07/2022	3	dell	1	AM	10:41	449.25	12.785655	630.0263	17.93055	3.515794118	450.9363	12.83055	1	good	
LCHA113_27	Chauvel Reef	Leading	27	0.02445	0.021	15/06/2022	4	dell	1	PM	15:30:00	19:12:20	3:42:20	177.656	4.3436892	196.28	4.12	27/06/2022	4	dell	1	AM	12:37	267.2727	5.6127267	na	NA	#VALUE!	#VALUE!	#VALUE!	NA	good	poor data quailty - remove
LCHA113_28.5	Chauvel Reef	Leading	28.5	0.02445	0.021	18/07/2022	4	asus	1	AM	11:13:00	14:50:18	3:37:18	223.703	5.46953835	258.08	5.42	18/07/2022	4	asus	2	AM	11:13	395.817	8.312157	489.0629	10.27032	1.894892989	230.9829	4.85032	1	okay	"Was run with the wrong weight in AquaResp; was run with a weight of 0.03905, but the weight should have been 0.02445; current values are correct"
LCHA113_30	Chauvel Reef	Leading	30	0.02445	0.021	2/08/2022	3	asus	2	AM	10:17:00	15:15:14	4:58:14	215.469	5.26821705	245.8	5.16	2/08/2022	3	asus	2	AM	10:17	222.426	4.670946	336.7345441	7.09072984	1.37417245	90.9345441	1.93072984	3	poor	deceased; third slope used; remove;  poor data quality
LCHA114_27	Chauvel Reef	Leading	27	0.03905	0.02888	25/06/2022	2	asus	2	AM	10:25:00	14:04:44	3:39:44	121.421	4.74149005	154.89	4.47	27/06/2022	3	asus	2	PM	15:45	360.3448341	10.40675881	514.1416	14.84841	3.321791946	359.2516	10.37841	1	good	
LCHA114_28.5	Chauvel Reef	Leading	28.5	0.03905	0.02888	18/07/2022	4	dell	2	AM	11:24:00	14:57:48	3:33:48	166.312	6.4944836	225.46	6.51	18/07/2022	4	dell	1	AM	11:24	264.875	7.64959	417.7421	12.06439	1.853208909	192.2821	5.55439	3	good	MMR much lower than MMR at 27 and 30.
LCHA114_30	Chauvel Reef	Leading	30	0.03905	0.02888	30/07/2022	1	asus	2	PM	14:37:00	19:42:49	5:05:49	176.786	6.9034933	230.9	6.67	30/07/2022	1	asus	2	PM	14:37	372.507	10.75800216	559.2748043	16.19595005	2.428178418	328.3748043	9.52595005	1	good	
LCHA114_31.5	Chauvel Reef	Leading	31.5	0.03905	0.02888	16/08/2022	1	dell	1	PM	16:22:47	21:23:39	5:00:52	145.424	5.6788072	189.64	5.48	16/08/2022	1	dell	1	PM	16:22:47	378.967	10.94456696	530.4182	15.31848	2.795343066	340.7782	9.83848	1	good	
LCHA119_27	Chauvel Reef	Leading	27	0.02561	0.01999	16/06/2022	3	dell	1	AM	9:53:00	13:50:39	3:57:39	174.789	4.47634629	208.51	4.17	28/06/2022	3	asus	2	AM	11:55	261.2212755	5.221813297	383.4975	7.666115	1.838396882	174.9875	3.496115	3	poor	"third slope marginally higher than thant he first 3rd: 7.66, first slope: 7.61"
LCHA119_28.5 	Chauvel Reef	Leading	28.5	0.02561	0.01999	18/07/2022	2	asus	2	PM	16:01:00	20:09:40	4:08:40	236.034	6.04483074	292.5	5.84	18/07/2022	2	asus	2	PM	16:01	321.034	6.41746966	475.746	9.510162	1.628452397	183.246	3.670162	3	good	
LCHA119_30	Chauvel Reef	Leading	30	0.02561	0.01999	2/08/2022	2	asus	2	AM	9:49:00	15:15:14	5:26:14	195.365	5.00329765	238.52	4.77	2/08/2022	2	asus	2	AM	9:49	336.581	6.72825419	469.1300491	9.403509685	1.971385678	230.6100491	4.633509685	3	poor	
LCHA119_31.5	Chauvel Reef	Leading	31.5	0.02561	0.01999	17/08/2022	2	dell	1	PM	16:41:53	21:00:14	4:18:21	248.936	6.37525096	314.02	6.28	17/08/2022	2	dell	1	PM	16:41:53	398.797	7.97195203	555.6058	11.10656	1.76856051	241.5858	4.82656	1	okay	
LCHA124_27	Chauvel Reef	Leading	27	0.01741	0.01241	15/06/2022	4	asus	2	AM	11:19:30	14:26:23	3:06:53	181.628	6.69117552	281.54	3.49	1/07/2022	2	dell	1	PM	13:26	254.591	3.15947431	553.5107	6.869068	1.968214327	271.9707	3.379068	1	good	"updated, original max. was 116.026; negative NAS, poor swim; poor data quailty consider for removal"
LCHA125_27	Chauvel Reef	Leading	27	0.03203	0.02726	25/06/2022	2	dell	1	AM	10:56:00	15:03:25	4:07:25	121.421	3.88911463	132.51	3.61	29/06/2022	3	asus	2	AM	12:22	320.101	8.72595326	418.7602	11.4154	3.162160665	286.2502	7.8054	1	good	
LCHA125_28.5	Chauvel Reef	Leading	28.5	0.03203	0.02726	15/07/2022	3	dell	1	PM	15:53:00	20:16:39	4:23:39	156.36	5.0082108	181.89	4.96	15/07/2022	3	dell	1	PM	15:53	243.948	6.65002248	353.3267	9.31687	1.87840121	171.4367	4.35687	1	good	
LCHA125_30	Chauvel Reef	Leading	30	0.03203	0.02726	30/07/2022	3	asus	2	PM	15:34:00	19:42:49	4:08:49	205.352	6.57742456	239.41	6.53	30/07/2022	3	asus	2	PM	15:34	249.373	6.79790798	477.6317429	13.0557859	1.999354655	238.2217429	6.5257859	1	good	
LCHA125_31.5	Chauvel Reef	Leading	31.5	0.03203	0.02726	16/08/2022	1	asus	2	PM	16:40:55	21:26:05	4:45:10	188.417	6.03499651	216.87	5.91	18/08/2022	4	dell	1	AM	12:23:13	309.177	8.42816502	319.3671	8.705947	1.473087479	102.4971	2.795947	2	good	used second slope
LCHA127_27	Chauvel Reef	Leading	27	0.04271	0.03291	25/06/2022	3	asus	2	AM	10:35:00	14:04:44	3:29:44	NA	NA	120.29	3.96	29/06/2022	2	dell	1	PM	NA	NA	NA	NA	NA	#VALUE!	#VALUE!	#VALUE!	NA	poor	deceased; double check dry weight
LCHA132_27	Chauvel Reef	Leading	27	0.02633	0.02329	14/06/2022	2	asus	2	AM	10:38:00	14:04:01	3:26:01	177.671	4.67807743	201.74	4.7	26/06/2022	2	asus	2	PM	15:58	196.08	4.5667032	256.0905	5.964347	1.26901	54.3505	1.264347	1	poor	deceased
LCHA135_27	Chauvel Reef	Leading	27	0.03524	0.02699	25/06/2022	4	dell	1	AM	10:56:00	15:03:25	4:07:25	206.53	7.2781172	170.56	4.6	1/07/2022	4	dell	1	PM	14:33	264.956	7.15116244	383.5619	10.35233	2.250506522	213.0019	5.75233	3	good	updated; original max. (27/06/2022) was 236.409; NAS below <2
LCHA135_28.5	Chauvel Reef	Leading	28.5	0.03524	0.02699	16/07/2022	3	asus	2	AM	11:30:00	14:38:42	3:08:42	189.836	6.68982064	236.12	6.37	16/07/2022	3	asus	2	AM	11:30	397.181	10.71991519	596.2006	16.09145	2.526130298	360.0806	9.72145	1	good	
LCHA135_30	Chauvel Reef	Leading	30	0.03524	0.02699	31/07/2022	2	dell	1	PM	16:16:00	21:41:30	5:25:30	146.4353	5.160379972	183.4	4.95	31/07/2022	2	dell	1	PM	16:16	368.718	9.95169882	542.1777957	14.6733267	2.964308424	358.7777957	9.7233267	1	good	
LCHA135_31.5	Chauvel Reef	Leading	31.5	0.03524	0.02699	15/08/2022	3	dell	1	AM	12:23:26	17:03:44	4:40:18	171.292	6.03633008	222.51	6.01	18/08/2022	1	asus	2	AM	10:46:59	321.888	8.68775712	452.0447	12.20069	2.030064892	229.5347	6.19069	3	good	
LCHA136_27	Chauvel Reef	Leading	27	0.02922	0.02561	15/06/2022	1	dell	1	AM	9:37:00	14:20:44	4:43:44	208.52	6.0929544	216.93	5.56	29/06/2022	3	dell	1	PM	15:39	383.111	9.81147271	488.582	12.51259	2.250465827	271.652	6.95259	1	poor	
LCHA136_28.5	Chauvel Reef	Leading	28.5	0.02922	0.02561	16/07/2022	2	dell	1	AM	10:11:00	14:40:52	4:29:52	196.693	5.74736946	220.04	5.64	16/07/2022	2	dell	1	AM	10:11	362.606	9.28633966	387.6096	11.32595	2.008147163	167.5696	5.68595	2	poor	
LCHA136_30	Chauvel Reef	Leading	30	0.02922	0.02561	1/08/2022	3	asus	2	PM	17:09:00	21:45:10	4:36:10	223.803	6.53952366	252.2	6.46	1/08/2022	3	asus	2	PM	17:09	428.751	10.98031311	471.0870406	12.09747205	1.872673692	218.8870406	5.63747205	1	poor	
LCHA136_31.5	Chauvel Reef	Leading	31.5	0.02922	0.02561	15/08/2022	2	asus	2	AM	12:23:26	17:06:56	4:43:30	190.854	5.57675388	214.22	5.49	15/08/2022	2	asus	2	AM	12:23:26	420.387	10.76611107	517.6054	13.25587	2.41454827	303.3854	7.76587	1	good	
LCHA138_27	Chauvel Reef	Leading	27	0.02072	0.01542	16/06/2022	3	dell	1	PM	14:43:55	19:01:09	4:17:14	145.953	3.02414616	190.96	2.94	27/06/2022	2	dell	1	PM	14:56	358.1241445	5.522274309	529.5787	8.166103	2.777586054	338.6187	5.226103	1	good	
LCHA138_28.5	Chauvel Reef	Leading	28.5	0.02072	0.01542	16/07/2022	1	asus	2	PM	16:06:00	20:59:05	4:53:05	144.461	2.99323192	187.14	2.89	16/07/2022	1	asus	2	PM	16:06	334.745	5.1617679	476.6076	7.349289	2.543006574	289.4676	4.459289	1	good	
LCHA138_30	Chauvel Reef	Leading	30	0.02072	0.01542	30/07/2022	2	asus	2	PM	15:05:00	19:42:49	4:37:49	174.154	3.60847088	230.59	3.56	30/07/2022	2	asus	2	PM	15:05	419.802	6.47334684	600.9940196	9.292626545	2.610288355	370.4040196	5.732626545	1	good	
LCHA138_31.5	Chauvel Reef	Leading	31.5	0.02072	0.01542	16/08/2022	4	asus	2	PM	17:56:41	21:26:05	3:29:24	196.086	4.06290192	253.42	3.91	16/08/2022	4	asus	2	PM	17:56:41	397.072	6.12285024	583.7718	9.001762	2.302240921	330.3518	5.091762	1	good	
LCKM154_27	Cockermouth Island	Leading	27	0.028	0.02303	15/06/2022	2	dell	1	AM	9:54:00	14:20:44	4:26:44	180.196	5.045488	216.98	5	29/06/2022	2	dell	1	AM	10:40	536.544	12.35660832	789.3713	18.17922	3.635844	572.3913	13.17922	1	good	
LCKM154_28.5	Cockermouth Island	Leading	28.5	0.028	0.02303	16/07/2022	1	asus	2	AM	10:29:00	14:38:42	4:09:42	185.774	5.201672	215.19	4.96	16/07/2022	1	asus	2	AM	10:29	493.767	11.37145401	695.4122	16.01534	3.228899194	480.2222	11.05534	1	good	
LCKM154_30	Cockermouth Island	Leading	30	0.028	0.02303	1/08/2022	2	dell	1	PM	16:20:00	21:38:16	5:18:16	183.884	5.148752	220.24	5.07	1/08/2022	2	dell	1	PM	16:20	506.4193	11.66283648	654.5653768	15.1157973	2.981419586	434.3253768	10.0457973	1	good	
LCKM154_31.5	Cockermouth Island	Leading	31.5	0.028	0.02303	14/08/2022	3	asus	2	AM	13:32:52	18:27:53	4:55:01	210.091	5.882548	255.69	5.89	14/08/2022	3	asus	2	AM	13:32:52	376.944	8.68102032	575.1545	13.24581	2.248864177	319.4645	7.35581	3	poor	used second slope; very similar to first slope
LCKM158_27	Cockermouth Island	Leading	27	0.03457	0.02367	25/06/2022	3	asus	2	PM	15:05:00	18:20:42	3:15:42	132.5336	4.581686552	184.29	4.36	28/06/2022	3	dell	1	PM	17:24	356.7619603	8.444555599	579.1294	13.70799	3.144034404	394.8394	9.34799	1	good  	
LCKM158_28.5	Cockermouth Island	Leading	28.5	0.03457	0.02367	17/07/2022	3	asus	2	AM	11:34:00	15:24:51	3:50:51	145.645	5.03494765	200.52	4.75	17/07/2022	3	asus	2	AM	11:34	313.073	7.41043791	467.0757	12.31679	2.593008421	266.5557	7.56679	2	good	max taken from second slope; 2nd slope very similar to first slope
LCKM158_30	Cockermouth Island	Leading	30	0.03457	0.02367	30/07/2022	4	dell	1	PM	15:45:00	19:36:26	3:51:26	172.67	5.9692019	164.44	5.68	30/07/2022	4	dell	1	PM	15:45	330.46	7.8219882	544.830325	12.93133985	2.27664434	380.390325	7.25133985	3	good	
LCKM158_31.5	Cockermouth Island	Leading	31.5	0.03457	0.02367	14/08/2022	1	dell	1	AM	12:08:56	18:22:22	6:13:26	172.119	5.95015383	255.42	6.05	18/08/2022	2	dell	1	AM	10:28:59	274.373	6.49440891	436.8095	10.33928	1.708971901	181.3895	4.28928	1	okay	"okay swim, was second attempt to get max"
LCKM162_27	Cockermouth Island	Leading	27	0.03075	0.02384	13/06/2022	3	dell	1	AM	11:13:00	15:20:31	4:07:31	171.379	5.26990425	204.4	4.87	28/06/2022	2	asus	2	AM	11:24	293.8187784	7.004639677	545.4242	13.00291	2.670002053	341.0242	8.13291	2	good	
LCKM162_28.5	Cockermouth Island	Leading	28.5	0.03075	0.02384	18/07/2022	4	dell	1	PM	16:30:00	20:07:14	3:37:14	154.719	4.75760925	193.02	4.6	18/07/2022	4	dell	1	PM	16:30	430.34	10.2593056	617.8419	14.72935	3.202032609	424.8219	10.12935	1	good	
LCKM162_30	Cockermouth Island	Leading	30	0.03075	0.02384	31/07/2022	1	asus	2	PM	16:06:00	21:40:46	5:34:46	163.046	5.0136645	202.12	4.82	31/07/2022	1	asus	2	PM	16:06	372.57	8.8820688	526.6671046	12.59002285	2.612037936	324.5471046	7.77002285	3	good	third amd first slope very similar
LCKM163_27	Cockermouth Island	Leading	27	0.02371	0.01844	16/06/2022	2	dell	1	AM	9:44:00	13:50:39	4:06:39	134.807	3.19627397	162.57	3	26/06/2022	2	dell	1	PM	15:41	365.0764	6.732008816	534.5041	9.856256	3.285418667	371.9341	6.856256	2	good	briefly jumped into sump
LCKM163_28.5	Cockermouth Island	Leading	28.5	0.02371	0.01844	17/07/2022	2	asus	2	PM	16:48:00	21:17:29	4:29:29	115.877	2.74744367	145.93	2.69	17/07/2022	2	asus	2	PM	NA	297.841	5.49218804	437.0505	8.059212	2.995989591	291.1205	5.369212	1	good	
LCKM163_30	Cockermouth Island	Leading	30	0.02371	0.01844	1/08/2022	1	asus	2	PM	16:10:00	21:45:10	5:35:10	139.115	3.29841665	176.23	3.25	1/08/2022	1	asus	2	PM	16:10	455.324	8.39617456	611.2466056	11.3021576	3.477586954	435.0166056	8.0521576	1	good	
LCKM163_31.5	Cockermouth Island	Leading	31.5	0.02371	0.01844	15/08/2022	1	asus	2	AM	11:47:28	17:06:56	5:19:28	173.07	4.1034897	219.49	4.07	15/08/2022	1	asus	2	AM	11:47:28	400.847	7.39161868	589.5816	10.878188	2.672773464	370.0916	6.808188	2	good	
LCKM165_27	Cockermouth Island	Leading	27	0.0317	0.02572	16/06/2022	2	asus	2	AM	10:22:00	13:50:33	3:28:33	181.628	5.7576076	250.05	6.43	26/06/2022	3	dell	1	PM	16:10	359.785978	9.253695354	547.549	14.08296	2.190195956	297.499	7.65296	1	good	briefly jumped into sump; Max resp measurement was correct for weight. Was mixed up with CSUD010 for max resp measurement. 
LCKM165_28.5	Cockermouth Island	Leading	28.5	0.0317	0.02572	16/07/2022	4	asus	2	PM	17:36:00	20:59:05	3:23:05	195.148	6.1861916	219.73	5.65	16/07/2022	4	asus	2	PM	17:36	405.68	10.4340896	617.4952	15.88198	2.810969912	397.7652	10.23198	1	good	briefly escaped into sump
LCKM165_30	Cockermouth Island	Leading	30	0.0317	0.02572	1/08/2022	1	dell	1	AM	10:14:00	15:16:38	5:02:38	179.26	5.682542	221.91	5.71	1/08/2022	1	dell	1	AM	10:14	391.063	10.05814036	509.479618	13.13958715	2.301153616	287.569618	7.42958715	1	good	
LCKM165_31.5	Cockermouth Island	Leading	31.5	0.0317	0.02572	15/08/2022	3	asus	2	AM	12:42:06	17:06:56	4:24:50	211.413	6.7017921	250.51	6.44	15/08/2022	3	asus	2	AM	12:42:06	473.812	12.18644464	602.6747	15.50079	2.406954969	352.1647	9.06079	2	good	
LCKM166_27	Cockermouth Island	Leading	27	0.02788	0.02056	25/06/2022	2	asus	2	PM	15:05:00	18:20:42	3:15:42	156.745	4.3700506	206.37	4.24	29/06/2022	3	dell	1	AM	12:01	267.247	5.49459832	419.385	8.622556	2.033621698	213.015	4.382556	3	good	First and third slope almost identical max slopes
LCKM166_28.5	Cockermouth Island	Leading	28.5	0.02788	0.02056	17/07/2022	1	asus	2	AM	10:36:00	15:24:51	4:48:51	149.324	4.16315312	195.5	4.02	17/07/2022	1	asus	2	AM	10:36	371.606	7.64021936	552.7108	11.36373	2.826798507	357.2108	7.34373	1	good	
LCKM166_30	Cockermouth Island	Leading	30	0.02788	0.02056	31/07/2022	3	asus	2	AM	11:27:00	15:18:49	3:51:49	213.674	5.95723112	282.38	5.81	31/07/2022	3	asus	2	AM	11:27	333.096	6.84845376	488.8397766	10.0779813	1.734592306	206.4597766	4.2679813	3	good	
LCKM166_31.5	Cockermouth Island	Leading	31.5	0.02788	0.02056	16/08/2022	3	dell	1	PM	17:18:49	21:23:39	4:04:50	181.364	5.05642832	237.95	4.89	16/08/2022	3	dell	1	PM	17:18:49	386.794	7.95248464	552.7044	11.3636	2.323844581	314.7544	6.4736	1	good	
LCKM173_27	Cockermouth Island	Leading	27	0.03008	0.02058	14/06/2022	2	dell	1	PM	14:36:00	18:41:57	4:05:57	202.443	6.08948544	277.5	5.71	26/06/2022	1	asus	2	PM	15:28	317.3836	6.531754488	539.2765	11.09831	1.943661996	261.7765	5.38831	1	good	
LCKM173_28.5	Cockermouth Island	Leading	28.5	0.03008	0.02058	17/07/2022	4	asus	2	PM	17:55:00	21:17:29	3:22:29	218.233	6.56444864	308.12	6.34	17/07/2022	4	asus	2	PM	17:55	329.568	6.78250944	505.6572	10.40642	1.641391167	197.5372	4.06642	2	poor	didn't settle - short burst swimming
LCKM174_27	Cockermouth Island	Leading	27	0.0288	0.02305	15/06/2022	3	asus	2	AM	10:55	14:26:23	3:31:23	186.247	5.3639136	218.81	5.04	28/06/2022	3	dell	1	AM	11:36	487.8856038	11.24576317	798.1793	18.39803	3.650402778	579.3693	13.35803	1	good	
LCKM174_28.5	Cockermouth Island	Leading	28.5	0.0288	0.02305	15/07/2022	3	asus	2	PM	16:12:00	20:20:33	4:08:33	188.583	5.4311904	239.49	5.52	15/07/2022	3	asus	2	PM	16:12	399.188	9.2012834	524.1561	12.0818	2.188731884	284.6661	6.5618	1	good	
LCKM174_30	Cockermouth Island	Leading	30	0.0288	0.02305	1/08/2022	4	dell	1	AM	11:37:00	15:16:38	3:39:38	227.137	6.5415456	274.45	6.33	1/08/2022	4	dell	1	AM	11:37	458.809	10.57554745	614.0209468	14.1918157	2.241993002	339.5709468	7.8618157	1	good	
LCKM174_31.5	Cockermouth Island	Leading	31.5	0.0288	0.02305	17/08/2022	4	dell	1	AM	11:42:43	15:26:20	3:43:37	248.706	7.1627328	291.2	6.71	17/08/2022	4	dell	1	AM	11:42:43	374.634	8.6353137	514.715	11.86418	1.768134128	223.515	5.15418	3	good	used third cycle
LCKM176_27	Cockermouth Island	Leading	27	0.01345	0.01219	13/06/2022	2	dell	1	AM	10:58:00	15:20:31	4:22:31	205.414	2.7628183	297.36	3.62	27/06/2022	2	asus	2	AM	12:58	473.8892	5.776709348	643.4195	7.843283	2.166652762	346.0595	4.223283	1	good	jumped into sump briefly
LCKM176_28.5	Cockermouth Island	Leading	28.5	0.01345	0.01219	16/07/2022	4	dell	1	PM	17:18:00	21:02:29	3:44:29	235.977	3.17389065	230.9	2.81	16/07/2022	4	dell	1	PM	17:18	536.185	6.53609515	648.2086	7.901663	2.811979715	417.3086	5.091663	1	good	
LCKM176_30	Cockermouth Island	Leading	30	0.01345	0.01219	2/08/2022	1	asus	2	AM	9:22:00	15:15:14	5:53:14	228.217	3.06951865	242.25	2.95	2/08/2022	1	asus	2	AM	9:22	439.362	5.35582278	554.1710832	6.773787305	2.296199086	311.9210832	3.823787305	3	good	third slope used
